MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE,ARACNÍDICO,BOTRÓPICO,CROTÁLICO,ELAPÍDICO,ESCORPIÔNICO,LONÔMICO
SAO JOAO DAS DUAS PONTES,3549201,354920,GVE 30 JALES,UBS DE SAO JOAO DAS DUAS PONTES,"R. São Paulo, 545, São João das Duas Pontes - SP, 15640-000",0,,0,(17) 3481-1539,-20.388.028.362.951.200,-503.785.228.277.274,-20.38802,-50.37852,0,0,0,0,0,0
SAO JOAO DE IRACEMA,3549250,354925,GVE 30 JALES,UBSF II IDA FRANCISQUINI,"R. Dep. Ulisses Guimarães, 381, São João de Iracema - SP, 15315-000",0,,0,(17) 3875-6301,-2.051.262.922.890.820,-5.035.479.059.945.370,-20.51262,-50.35479,0,0,0,0,0,0
SAO JOAO DO PAU DALHO,3549300,354930,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE III SAO JOAO DO PAU DALHO,"Av. Gov. Carvalho Pinto, 381 - Centro, São João do Pau d'Alho - SP, 17970-000",0,,0,(18) 3857-1277,-21.268.941.916.960.200,-51.665.890.633.662.600,-21.26894,-51.66589,0,0,0,0,0,0
SAO JOAQUIM DA BARRA,3549409,354940,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - SAO JOAQUIM DA BARRA,"R. PIRATININGA, 1221",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3810-4000,"-20.587.009.687.529.900,00",-47.861.999.745.820.900,-20.58700,-47.86199,1,1,1,0,1,0
SAO JOSE DA BELA VISTA,3549508,354950,GVE 18 FRANCA,HOSPITAL SANTA CASA SAO JOSE DA BELA VISTA,"R. Cap. Anselmo Diniz, 1245-1313, São José da Bela Vista - SP, 14440-000",0,,1,(16) 3142-1247,-20.591.744.300.431.700,-4.763.843.864.786.100,-20.59174,-47.63843,0,0,0,0,0,0
SAO JOSE DO BARREIRO,3549607,354960,GVE 33 TAUBATE,UNIDADE MISTA DE SAÚDE DR. ACÁCIO,"RUA JOSÉ BENTO TEIXEIRA, S/N° - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3117-1339,-2.264.783.364.131.770,-44.575.849.112.072.500,-22.64783,-44.57584,1,1,1,0,1,0
SAO JOSE DO RIO PARDO,3549706,354970,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICÓRDIA - SAO JOSE DO RIO PARDO,"RUA: CAMPOS SALLES, 1411",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3682-7826 / 3608-7484,"-21.603.707.983.385.800,00",-4.689.484.953.410.740,-21.60370,-46.89484,1,1,1,0,1,1
SAO JOSE DO RIO PRETO,3549805,354980,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL DE BASE,AV. BRIGADEIRO FARIA LIMA 5544,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, LAQUÉTICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(17) 3201-5000,"-20.828.072.657.346,00",-49.397.665.712.793.700,-20.82807,-49.39766,1,1,1,1,1,1
SAO JOSE DOS CAMPOS,3549904,354990,GVE 27 SAO JOSE DOS CAMPOS,HOSPITAL MUNICIPAL DR JOSÉ DE CARVALHO FLORENCE,"RUA SAIGIRO NAKAMURA, 800 - VILA INDUSTRIAL",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(12) 3901-34003,-23.180.110.972.747.100,-45.853.509.290.717.100,-23.18011,-45.85350,1,1,1,1,1,1
SAO JOSE DOS CAMPOS,3549904,354990,GVE 27 SAO JOSE DOS CAMPOS,UPA SÃO FRANCISCO XAVIER,RUA QUINZE DE NOVEMBRO S/N,1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(12) 3926-1265,"-22.910.981.000.351.400,00",-4.594.987.935.767.370,-22.91098,-45.94987,1,1,1,0,1,0
SAO JOSE DOS CAMPOS,3549904,354990,GVE 27 SÃO JOSÉ DOS CAMPOS,HOSPITAL DE CLÍNICAS SUL,"PRAÇA NATAL, 55 PARQUE INDUSTRIAL",1,ESCORPIÔNICO,1,(12) 3935-8100,-23.237.856.736.229.000,-4.590.892.650.963.510,-23.23785,-45.90892,0,0,0,0,1,0
SAO LOURENCO DA SERRA,3549953,354995,GVE 10 OSASCO,PRONTO ATENDIMENTO JOSE PINTO RIBEIRO,"Praça 10 de Agosto, 93 - Centro, São Lourenço da Serra - SP, 06890-000",0,,1,(11) 4686-1198,-23.852.096.254.848.200,-469.435.020.026.338,-23.85209,-46.94350,0,0,0,0,0,0
SAO LUIS DO PARAITINGA,3550001,355000,GVE 33 TAUBATE,SANTA CASA DE MISERICÓRDIA - SAO LUIS DO PARAITINGA,PRAÇA CORONEL TEODORO COELHO 48 - CENTRO - CEP 12.140-000,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3671-1299,-2.322.543.301.011.680,-4.530.771.685.085.620,-23.22543,-45.30771,1,1,1,0,1,0
SAO MANUEL,3550100,355010,GVE 16 BOTUCATU,HOSPITAL CASA PIA SAO VICENTE DE PAULO,"Av. Irmãs Cintra, 468 - Centro, São Manuel - SP, 18650-000",0,,1,(14) 3812-1010,-22.733.348.463.094.300,-4.857.109.598.262.640,-22.73334,-48.57109,0,0,0,0,0,0
SAO MIGUEL ARCANJO,3550209,355020,GVE 31 SOROCABA,HOSPITAL DE SÃO MIGUEL ARCANJO,"RUA TADASHI TAKENAKA, 100",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(15) 3279-8300,"-23.873.321.583.108.900,00",-4.799.977.595.500.150,-23.87332,-47.99977,0,1,1,0,1,0
SAO PAULO,3550308,355030,GVE 1 CAPITAL,HOSPITAL VITAL BRAZIL DO INSTITUTO BUTANTAN,AV. VITAL BRASIL Nº 1500 - INSTITUTO BUTANTAN,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, LAQUÉTICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO",1,(11) 2627-9529,"-2.356.513.714.349.710,00",-4.671.974.362.333.510,-23.56513,-46.71974,1,1,1,1,1,1
SAO PAULO,3550308,355030,GVE 1 CAPITAL,HOSPITAL CAMPO LIMPO - PS HOSPITAL MUNICIPAL FERNANDO MAURO PIRES DA ROCHA,"RUA TERESA MOUCO DE OLIVEIRA, 121 - JARDIM SÃO LUIZ",1,ESCORPIÔNICO,1,(11) 3394-7556 E 3394-7492,-2.364.925.706.968.080,-46.749.361.205.525.000,-23.64925,-46.74936,0,0,0,0,1,0
SAO PAULO,3550308,355030,GVE 1 CAPITAL,HOSPITAL ESTADUAL PROF. LIBERATO JOHN ALPHONSE DI DIO (HOSPITAL GERAL DO GRAJAÚ),"R. FRANCISCO OCTAVIO PACCA, 180, PARQUE DAS NAÇÕES",1,ESCORPIÔNICO,1,(11) 3544-9444 RAMAL 415/218 / 11-947118758,-2.372.906.083.728.090,-466.909.323.317.591,-23.72906,-46.69093,0,0,0,0,1,0
SAO PAULO,3550308,355030,GVE 1 CAPITAL,HOSPITAL GERAL DE TAIPAS “KÁTIA DE SOUZA RODRIGUES”,"AV. ELÍSIO TEIXEIRA LEITE, 6999, JARAGUÁ",1,ESCORPIÔNICO,1,(11) 3973-0400,-23.444.072.285.426.000,-4.671.780.204.433.140,-23.44407,-46.71780,0,0,0,0,1,0
SAO PAULO,3550308,355030,GVE 1 CAPITAL,HOSPITAL MUNICIPAL DR. CARMINO CARRICCHIO (HOSPITAL DO TATUAPÉ),"AV. CELSO GARCIA, 4815, TATUAPÉ",1,ESCORPIÔNICO,1,(11) 3394-6980,-235.331.634.983.954,-4.656.639.262.233.970,-23.53316,-46.56639,0,0,0,0,1,0
SAO PAULO,3550308,355030,GVE 1 CAPITAL,HOSPITAL MUNICIPAL TIDE SETÚBAL,"R. DR. JOSÉ GUILHERME EIRAS, 123 - SÃO MIGUEL PAULISTA",1,ESCORPIÔNICO,1,(11) 3394-8770,"-23.497.099.385.509.700,00",-4.644.020.645.577.770,-23.49709,-46.44020,0,0,0,0,1,0
SAO PAULO,3550308,355030,GVE 1 CAPITAL,HOSPITAL MUNICIPAL DE PARELHEIROS,"RUA EUZÉBIO COGHI, 841, JARDIM ROSCHEL, SÃO PAULO – SP, 04883-290",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO E ARACNÍDICO",1,(11) 4673-9660,"-2.382.356.756.379.010,00",-46.726.693.081.546.000,-23.82356,-46.72669,1,1,1,1,1,0
SAO PEDRO,3550407,355040,GVE 20 PIRACICABA,UPA DE SÃO PEDRO (ANEXO À SANTA CASA),"RUA MALAQUIAS GUERRA, 162",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(19) 3481-9270,"-2.254.522.470.774.630,00",-4.791.439.245.912.970,-22.54522,-47.91439,0,1,1,0,1,0
SAO PEDRO DO TURVO,3550506,355050,GVE 13 ASSIS,CENTRO DE SAUDE III DR FRANCISCO ANTONIO MARTINS,"R. Padre José Julianetti, 310, São Pedro do Turvo - SP, 18940-051",0,,0,(14) 3377-1112,-22.752.778.505.872.800,-4.974.058.010.390.810,-22.75277,-49.74058,0,0,0,0,0,0
SAO ROQUE,3550605,355060,GVE 31 SOROCABA,HOSPITAL E MATERNIDADE SOTERO DE SOUZA,"R. Santa Isabel, 186 - Centro, São Roque - SP, 18130-565",0,,1,(11) 4719-9360,"-23.537.766.195.914.700,00",-4.713.868.746.370.280,-23.53776,-47.13868,0,0,0,0,0,0
SAO SEBASTIAO,3550704,355070,GVE 28 CARAGUATATUBA,PRONTO SOCORRO CENTRAL - SAO SEBASTIAO,"R CAPITÃO LUIS SOARES, 570",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3893-3200,-23.804.271.424.039.400,-4.540.254.845.908.420,-23.80427,-45.40254,1,1,1,1,1,0
SAO SEBASTIAO,3550704,355070,GVE 28 CARAGUATATUBA,HOSPITAL DE CLÍNICAS DE SÃO SEBASTIÃO - COSTA SUL (BOIÇUCANGA),"AV. WALKIR VERGANI, 900",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3865-2040,-2.378.375.579.406.850,-4.562.863.749.288.510,-23.78375,-45.62863,1,1,1,0,1,0
SAO SEBASTIAO DA GRAMA,3550803,355080,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICORDIA DE GRAMA,"R. Nove de Julho, 286 - Centro, São Sebastião da Grama - SP, 13790-000",0,,1,(19) 3646-1166,-21.708.809.148.183.100,-4.682.511.016.994.860,-21.70880,-46.82511,0,0,0,0,0,0
SAO SIMAO,3550902,355090,GVE 24 RIBEIRAO PRETO,SANTA CASA DE MISERICORDIA DE SAO SIMAO,"R. Bandeira Vilella, 185 - Centro, São Simão - SP, 14200-000",0,,1,(16) 3984-1113,-2.147.913.589.872.370,-4.755.089.361.474.040,-21.47913,-47.55089,0,0,0,0,0,0
SAO VICENTE,3551009,355100,GVE 25 SANTOS,HOSPITAL SAO JOSE,"R. Frei Gaspar, 790 - Centro, São Vicente - SP, 11310-061",0,,1,(13) 3048-9488,-23.965.191.210.685.100,-46.386.694.419.986.400,-23.96519,-46.38669,0,0,0,0,0,0
SARAPUI,3551108,355110,GVE 31 SOROCABA,UNIDADE MISTA DE SAUDE DE SARAPUI,"R. Ernesto Piedade - Perímetro Urbano, Sarapuí - SP, 18225-000",0,,1,(15) 3276-1507,"-23.639.826.662.073.800,00",-4.782.583.615.777.380,-23.63982,-47.82583,0,0,0,0,0,0
SARUTAIA,3551207,355120,GVE 16 BOTUCATU,CENTRO DE SAUDE III SARUTAIA,"R. Sete de Setembro, 840 - Centro, Sarutaiá - SP, 18840-000",0,,0,(14) 3387-1188,-2.327.131.557.281.740,-4.948.330.683.399.920,-23.27131,-49.48330,0,0,0,0,0,0
SEBASTIANOPOLIS DO SUL,3551306,355130,GVE 29 SAO JOSE DO RIO PRETO,CS DE SEBASTIANOPOLIS DO SUL,"R. Mal. Castelo Branco, 601, Sebastianópolis do Sul - SP, 15180-000",0,,0,(17) 3837-1238,-2.065.666.655.894.340,-4.992.198.559.477.810,-20.65666,-49.92198,0,0,0,0,0,0
SERRA AZUL,3551405,355140,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA DE SAUDE MARIA AMELIA FELICIO CHINAGLIA,"Rua Levino Ferreira Ramos, 123 - Centro, Serra Azul - SP, 14230-000",0,,1,(16) 3925-0128,"-213.085.182.679.032,00",-47.562.378.371.350.900,-21.30851,-47.56237,0,0,0,0,0,0
SERRA NEGRA,3551603,355160,GVE 17 CAMPINAS,HOSPITAL SANTA ROSA DE LIMA DE SERRA NEGRA,"Av. Santos Pinto, 351 - Centro, Serra Negra - SP, 13930-000",0,,1,(19) 3892-1888,"-22.608.503.378.844.300,00",-4.670.574.388.760.920,-22.60850,-46.70574,0,0,0,0,0,0
SERRANA,3551504,355150,GVE 24 RIBEIRAO PRETO,SANTA CASA DE MISERICORDIA DE SERRANA,"R. João Antônio Terçariol, 67 - Centro, Serrana - SP, 14150-000",0,,1,(16) 3987-9700,-21.212.880.528.230.900,-4.759.999.004.453.260,-21.21288,-47.59999,0,0,0,0,0,0
SERTAOZINHO,3551702,355170,GVE 24 RIBEIRAO PRETO,UPA DE SERTÃOZINHO,"RUA PEDRO CARLETO NETTO, 12 - JD. GRANDE ALIANÇA",1,ESCORPIÔNICO,1,(16) 3947-1270 / 3947-1159,"-21.120.175.258.313.900,00",-48.004.949.882.976.500,-21.12017,-48.00494,0,0,0,0,1,0
SETE BARRAS,3551801,355180,GVE 23 REGISTRO,PRONTO ATENDIMENTO - SETE BARRAS,RODOVIA SP 139 KM 21 - CENTRO,1,"BOTRÓPICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3872-5510,-2.438.873.312.592.760,-4.792.926.605.313.560,-24.38873,-47.92926,1,1,0,0,1,0
SEVERINIA,3551900,355190,GVE 14 BARRETOS,PRONTO SOCORRO MUNICIPAL DE SEVERINIA,"Av. Cap. Alípio de Almeida, 05, Severínia - SP, 14735-000",0,,0,(17) 3817-1056,-2.081.456.643.559.060,-4.880.509.433.007.960,-20.81456,-48.80509,0,0,0,0,0,0
SILVEIRAS,3552007,355200,GVE 33 TAUBATE,UNIDADE MISTA DE SAUDE DE SILVEIRAS,"Praça Padre Joaquim Ferreira da Cunha, 11 - Centro, Silveiras - SP",0,,1,-,"-2.266.478.120.288.340,00",-44.852.076.291.178.000,-22.66478,-44.85207,0,0,0,0,0,0
SOCORRO,3552106,355210,GVE 17 CAMPINAS,SANTA CASA DE MISERICÓRDIA - SOCORRO,"AV. DR. RENATO SILVA, 129",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO (JUDICIAL), ESCORPIÔNICO E ARACNÍDICO.",1,(19) 3855-9555,"-22.598.382.094.355.000,00",-46.529.571.120.275.500,-22.59838,-46.52957,1,1,1,1,1,0
SOROCABA,3552205,355220,GVE 31 SOROCABA,PRONTO SOCORRO - CONJUNTO HOSPITALAR DE SOROCABA,"RUA CLÁUDIO MANOEL DA COSTA, S/N",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, LAQUÉTICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(15) 3322-9125 / 3332-9138 / 3332-9100,-23.509.241.839.217.300,-4.745.828.829.602.430,-23.50924,-47.45828,1,1,1,1,1,1
SUD MENNUCCI,3552304,355230,GVE 11 ARACATUBA,SANTA CASA DE SUD MENNUCCI,"Rua Maurício Alves de Lima, 522 - CENTRO, Sud Mennucci - SP, 15360-000",0,,1,(18) 3786-1117,-20.688.164.382.852.000,-50.922.954.687.600.300,-20.68816,-50.92295,0,0,0,0,0,0
SUMARE,3552403,355240,GVE 17 CAMPINAS,HOSPITAL ESTADUAL DR. LEANDRO FRANCESCHINI,"AV. DA AMIZADE, 2400 – JD. BELA VISTA",1,ESCORPIÔNICO E ARACNÍDICO.,1,(19) 3883-8899,"-22.816.682.153.776.400,00",-4.724.167.559.641.650,-22.81668,-47.24167,1,0,0,0,1,0
SUZANAPOLIS,3552551,355255,GVE 11 ARACATUBA,UBS DOUTOR NILDO NERI DE OLIVEIRA,"R. João Rosa de Souza - Centro, Suzanápolis - SP, 15381-026",0,,0,(18) 3706-1339,"-2.050.242.692.726.270,00",-5.102.445.239.002.860,-20.50242,-51.02445,0,0,0,0,0,0
SUZANO,3552502,355250,GVE 8 MOGI DAS CRUZES,HOSPITAL E MATERNIDADE DE SUZANO,"Av. Antônio Marques Figueira, 1861 - Vila Figueira, Suzano - SP, 08676-000",0,,1,(11) 4745-3333,-23.552.013.724.310.700,-4.630.704.961.376.540,-23.55201,-46.30704,0,0,0,0,0,0
TABAPUA,3552601,355260,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL MARIA VALLE PEREIRA,"RUA ADINAEL MOREIRA, Nº 1683 - CENTRO",1,ESCORPIÔNICO,1,(17) 3562-1811,"-20.962.118.827.231,00",-4.903.406.761.906.580,-20.96211,-49.03406,0,0,0,0,1,0
TABATINGA,3552700,355270,GVE 12 ARARAQUARA,SANTA CASA DE MISERICORDIA SAO MIGUEL,"R. Catanduva, 206 - Vila Rossini, Tabatinga - SP, 14910-000",0,,1,(16) 3385-1911,-2.173.841.037.822.370,-4.868.536.932.202.260,-21.73841,-48.68536,0,0,0,0,0,0
TABOAO DA SERRA,3552809,355280,GVE 10 OSASCO,HOSPITAL GERAL DE PIRAUSSARA,"Av. Ibirama, 1214 - Parque Industrial Daci, Taboão da Serra - SP, 06785-300",0,,1,(11) 3583-9400,"-2.363.998.226.403.090,00",-4.680.955.996.387.660,-23.63998,-46.80955,0,0,0,0,0,0
TACIBA,3552908,355290,GVE 21 PRESIDENTE PRUDENTE,UBS II DE TACIBA,"R. Manoel Xavier, 215 - Centro, Taciba - SP, 19590-000",0,,0,(18) 3997-1103,-22.390.799.172.380.300,-5.128.706.086.269.730,-22.39079,-51.28706,0,0,0,0,0,0
TAGUAI,3553005,355300,GVE 16 BOTUCATU,SANTA CASA DE MISERICORDIA DE TAGUAI,"R. João Carniato, 90 - Centro, Taguaí - SP, 18890-000",0,,1,(14) 3386-1132,-23.454.843.462.778.900,-49.407.495.009.154.400,-23.45484,-49.40749,0,0,0,0,0,0
TAIACU,3553104,355310,GVE 14 BARRETOS,UNIDADE MISTA DE SAUDE DE TAIACU,"R. Rui Barbosa, 660, Taiaçu - SP, 14725-000",0,,0,(16) 3275-1379,-211.429.760.888.938,-4.850.969.477.588.640,-21.14297,-48.50969,0,0,0,0,0,0
TAIUVA,3553203,355320,GVE 14 BARRETOS,UNIDADE BASICA DE SAUDE JOAO ADAUTO VIDAL,"R. Antônio Simões, 130, Taiúva - SP, 14720-000",0,,0,(16) 3246-0380,-2.112.307.328.017.950,-484.519.604.215.616,-21.12307,-48.45196,0,0,0,0,0,0
TAMBAU,3553302,355330,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICORDIA DE TAMBAU,"R. Cel. Manoel S Meireles, 40 - Centro, Tambaú - SP, 13710-000",0,,1,(19) 3673-2054,-2.170.397.190.074.370,-4.727.243.364.979.240,-21.70397,-47.27243,0,0,0,0,0,0
TANABI,3553401,355340,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE TANABI,"AV. DA SAUDADE, 634, CENTRO",1,ESCORPIÔNICO,1,(17) 3274-0693,-20.627.576.499.861.900,-4.965.212.289.824.570,-20.62757,-49.65212,0,0,0,0,1,0
TAPIRAI,3553500,355350,GVE 31 SOROCABA,SANTA CASA DE MISERICORDIA DE TAPIRAI,"Rua Raul Leite Magalhães, 555, Estr. do Massao, 555, Tapiraí - SP, 18180-000",0,,1,(15) 3277-1552,-23.964.262.545.243.800,-4.750.357.776.669.380,-23.96426,-47.50357,0,0,0,0,0,0
TAPIRATIBA,3553609,355360,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICORDIA SAO LUCAS,"R. Sete de Setembro, 436 - Centro, Tapiratiba - SP, 13760-000",0,,0,(19) 3657-1631,-21.469.529.308.238.200,-4.674.721.001.943.470,-21.46952,-46.74721,0,0,0,0,0,0
TAQUARAL,3553658,355365,GVE 14 BARRETOS,UNIDADE BASICA DE SAUDE DE TAQUARAL CAETANO PITELLI,"R. Central, 530 - Centro, Taquaral - SP, 14765-000",0,,0,(16) 3958-9209,-21.073.168.593.206.800,-48.410.861.148.520.400,-21.07316,-48.41086,0,0,0,0,0,0
TAQUARITINGA,3553708,355370,GVE 12 ARARAQUARA,UPA - UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL - TAQUARITINGA,"AV. VICENTE JOSÉ PARISE, 2100",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(16) 3253-8890,-2.140.245.728.178.940,-4.849.728.358.148.860,-21.40245,-48.49728,1,1,1,0,1,0
TAQUARITUBA,3553807,355380,GVE 16 BOTUCATU,SANTA CASA DE MISERICÓRDIA - TAQUARITUBA,"RUA MARECHAL PEIXOTO, Nº 95",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(14) 3762-1700,-23.539.360.391.114.800,-4.924.544.165.243.870,-23.53936,-49.24544,1,1,1,0,1,0
TAQUARIVAI,3553856,355385,GVE 32 ITAPEVA,PRONTO ATENDIMENTO DE TAQUARIVAI,"Alameda 31 de Dezembro - Centro, Taquarivaí - SP, 18425-000",0,,0,(15) 3584-1024,-23.926.872.814.208.600,-4.870.159.389.285.340,-23.92687,-48.70159,0,0,0,0,0,0
TARABAI,3553906,355390,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II DE TARABAI,"Av. Pref. Waldemar Calvo, 2585, Tarabai - SP, 19210-000",0,,0,(18 )3289-1234,-223.034.740.482.833,-51.563.448.675.644.000,-22.30347,-51.56344,0,0,0,0,0,0
TARUMA,3553955,355395,GVE 13 ASSIS,COMPLEXO DE SAUDE DE TARUMA,"Av. das Primaveras, 1021, Tarumã - SP, 19820-000",0,,1,(18) 3373-4519,-22.752.272.341.924.000,-5.058.595.485.175.040,-22.75227,-50.58595,0,0,0,0,0,0
TATUI,3554003,355400,GVE 31 SOROCABA,UPA DE TATUÍ,"RUA QUIM QUEVEDO, 56",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO.",1,(15) 3305-8800,-2.334.175.177.912.410,-47.842.066.047.123.000,-23.34175,-47.84206,0,1,1,0,1,0
TAUBATE,3554102,355410,GVE 33 TAUBATE,PRONTO SOCORRO MUNICIPAL DE TAUBATÉ,RUA BENEDITO CURSINO DOS SANTOS 101 - CENTRO - CEP 12.030-190,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(12) 3621-6036,-23.030.147.566.890.300,-4.556.732.679.983.460,-23.03014,-45.56732,1,1,1,1,1,1
TEJUPA,3554201,355420,GVE 16 BOTUCATU,UBS DE TEJUPA,"Praça Domingos Sartori, 34 - Centro, Tejupá - SP, 18830-023",0,,0,(14) 3385-1126,-23.343.039.730.546.900,-4.937.690.083.877.690,-23.34303,-49.37690,0,0,0,0,0,0
TEODORO SAMPAIO,3554300,355430,GVE 22 PRESIDENTE VENCESLAU,HOSPITAL REGIONAL DE TEODORO SAMPAIO,"ALAMEDA TRIFON INFANTE ALGARIM, 1430",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3828-1333,-22.533.402.001.230.000,-5.217.095.644.072.520,-22.53340,-52.17095,1,1,1,0,1,0
TERRA ROXA,3554409,355440,GVE 14 BARRETOS,HOSPITAL TERRA ROXA,"R. Fernando Costa, 2, Terra Roxa - SP, 14745-000",0,,0,(17) 3395-1955,-2.079.041.852.294.880,-4.833.109.459.571.710,-20.79041,-48.33109,0,0,0,0,0,0
TIETE,3554508,355450,GVE 31 SOROCABA,SANTA CASA DE MISERICORDIA DE TIETE,"R. Ten. Gelás, 1035 - Centro, Tietê - SP, 18530-000",0,,1,(15) 3285-9444,-231.066.989.006.604,-4.771.379.944.887.830,-23.10669,-47.71379,0,0,0,0,0,0
TIMBURI,3554607,355460,GVE 13 ASSIS,CENTRO DE SAUDE DE TIMBURI,"R. Sebastião Carlos Simões, 944, Timburi - SP, 18860-000",0,,0,(14) 3389-1146,-2.320.928.920.987.210,-49.603.943.738.601.600,-23.20928,-49.60394,0,0,0,0,0,0
TORRE DE PEDRA,3554656,355465,GVE 16 BOTUCATU,UNIDADE BASICA DE SAUDE DE TORRE DE PEDRA,"R. Ataliba da Costa Avila, nº 68 - Centro, Torre de Pedra - SP, 18265-000",0,,0,(15) 3252-1114,-23.245.864.910.421.100,-481.948.245.143.221,-23.24586,-48.19482,0,0,0,0,0,0
TORRINHA,3554706,355470,GVE 15 BAURU,HOSPITAL PADRE NICANOR MERINO TORRINHA,"R. Ângelo Bortolai, 126 - Centro, Torrinha - SP, 17360-000",0,,1,(14) 3656-1444,-22.423.916.604.235.700,-4.816.975.560.669.580,-22.42391,-48.16975,0,0,0,0,0,0
TRABIJU,3554755,355475,GVE 12 ARARAQUARA,UNIDADE BASICA DE SAUDE MANOEL MORALES TRABIJU,"Av. 27 de Dezembro, Trabiju - SP, 14935-000",0,,0,(16) 3349-1124,-2.204.133.228.629.880,-4.833.878.972.034.220,-22.04133,-48.33878,0,0,0,0,0,0
TREMEMBE,3554805,355480,GVE 33 TAUBATE,PRONTO ATENDIMENTO MUNICIPAL PAULO BARBOSA RANGEL TREMEMBE,"Av. Audra, 316 - Vila Nossa Sra. da Guia, Tremembé - SP, 12125-010",0,,1,(12) 3672-4189,-22.963.162.333.597.500,-4.555.261.670.275.430,-22.96316,-45.55261,0,0,0,0,0,0
TRES FRONTEIRAS,3554904,355490,GVE 30 JALES,ESF DO JARDIM RAFAEL TRES FRONTEIRAS,"R. José Manoel Ferreira, Três Fronteiras - SP, 15770-000",0,,0,(17) 3691-1507,-20.231.513.261.502.200,-50.889.499.468.144.200,-20.23151,-50.88949,0,0,0,0,0,0
TUIUTI,3554953,355495,GVE 17 CAMPINAS,CENTRO DE SAUDE PE CESAR CORNEO,"R. Joaquim de Silveira Lima, 129 - Centro, Tuiuti - SP, 12930-035",0,,0,(11) 4015-6218,-22.814.806.253.898.800,-4.669.327.720.609.900,-22.81480,-46.69327,0,0,0,0,0,0
TUPA,3555000,355500,GVE 19 MARILIA,SANTA CASA DE MISERICÓRDIA - TUPÃ,"R. MANOEL FERREIRA DAMIÃO, 426",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(14) 3044-5555,-2.192.396.162.626.830,-5.051.778.615.617.000,-21.92396,-50.51778,1,1,1,0,1,0
TUPI PAULISTA,3555109,355510,GVE 22 PRESIDENTE VENCESLAU,SANTA CASA DE MISERICÓRDIA - TUPI PAULISTA,"RUA ALMIRANTE BARROSO, 1436",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3851-2420,-21.387.508.379.616.000,-5.156.694.369.816.170,-21.38750,-51.56694,1,1,1,0,1,0
